Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
1740000,1.419533,0.04878048780487805,243.78048780487805,-0.02348059,0.04878048780487805
1750000,1.419533,0.0,249.0,-0.019859206,0.0
1760000,1.419533,0.0,249.0,-0.046294026,0.0
1770000,1.419533,0.025,248.0,0.007971269,0.025
1780000,1.419533,0.04878048780487805,243.46341463414635,-0.03500889,0.04878048780487805
1790000,1.419533,0.0,249.0,-0.015312919,0.0
1800000,1.419533,0.025,246.5,-0.024361769,0.025
1810000,1.419533,0.0,249.0,-0.0124120135,0.0
1820000,1.419533,0.0,249.0,-0.05321903,0.0
1830000,1.4195331,0.0,249.0,-0.02426267,0.0
1840000,1.419533,0.0,249.0,-0.032942552,0.0
1850000,1.4199195,0.0,249.0,-0.013292375,0.0
1860000,1.4202327,0.024390243902439025,243.70731707317074,-0.018078376,0.024390243902439025
1870000,1.4202327,0.0,249.0,-0.015047443,0.0
1880000,1.4202328,0.0,249.0,-0.019555267,0.0
1890000,1.4202327,0.0,249.0,-0.006551863,0.0
1900000,1.4202327,0.0,249.0,-0.0153793115,0.0
1910000,1.4202327,0.024390243902439025,242.9268292682927,-0.010081575,0.024390243902439025
1920000,1.4202327,0.0,249.0,-0.011385435,0.0
1930000,1.4202327,0.0,249.0,-0.027331466,0.0
1940000,1.4202327,0.0,249.0,-0.014566654,0.0
1950000,1.4202327,0.0,249.0,-0.030549848,0.0
1960000,1.4202327,0.0,249.0,-0.00968262,0.0
1970000,1.4202327,0.0,249.0,-0.02273449,0.0
1980000,1.4202325,0.0,249.0,-0.03388062,0.0
1990000,1.4202327,0.025,248.225,-0.021391893,0.025
2000000,1.4202327,0.024390243902439025,247.46341463414635,-0.014317396,0.024390243902439025
2010000,1.4202327,0.0,249.0,-0.03307157,0.0
2020000,1.4202325,0.025,245.575,-0.02887699,0.025
2030000,1.4202327,0.0,249.0,-0.030241316,0.0
2040000,1.4202325,0.025,247.7,-0.012687924,0.025
2050000,1.4202652,0.0,249.0,-0.010645354,0.0
2060000,1.4208968,0.024390243902439025,245.0,-0.022936402,0.024390243902439025
2070000,1.4208966,0.024390243902439025,244.41463414634146,-0.020523375,0.024390243902439025
2080000,1.4208966,0.0,249.0,-0.0013981819,0.0
2090000,1.4208966,0.07142857142857142,238.33333333333334,-0.012472193,0.07142857142857142
2100000,1.4208966,0.0,249.0,-0.013549343,0.0
2110000,1.4208966,0.0,249.0,-0.016548079,0.0
2120000,1.4208966,0.0,249.0,0.0008028016,0.0
2130000,1.4208966,0.024390243902439025,243.26829268292684,-0.030975286,0.024390243902439025
2140000,1.4208966,0.0,249.0,-0.003128453,0.0
2150000,1.4208966,0.0,249.0,-0.040071003,0.0
2160000,1.4208966,0.0,249.0,-0.020744504,0.0
2170000,1.4208966,0.0,249.0,-0.035702992,0.0
2180000,1.4208966,0.0,249.0,-0.01940581,0.0
2190000,1.4208966,0.0,249.0,-0.022037316,0.0
2200000,1.4208966,0.0,249.0,-0.022295708,0.0
2210000,1.4208966,0.0,249.0,-0.011783473,0.0
2220000,1.4208966,0.0,249.0,0.015067162,0.0
2230000,1.4208966,0.0,249.0,-0.016345726,0.0
2240000,1.4208966,0.025,246.775,-0.0061391424,0.025
2250000,1.4208966,0.0,249.0,-0.022172472,0.0
2260000,1.4213827,0.025,248.375,-0.013552874,0.025
2270000,1.4217777,0.0,249.0,0.002035144,0.0
2280000,1.4217778,0.0,249.0,-0.018194677,0.0
2290000,1.4217777,0.0,249.0,-0.014848086,0.0
2300000,1.4217777,0.0,249.0,-0.012062935,0.0
2310000,1.4217777,0.0,249.0,0.00028670096,0.0
2320000,1.4217778,0.04878048780487805,240.8780487804878,-0.010490545,0.024390243902439025
2330000,1.4217776,0.0,249.0,-0.008969484,0.025
2340000,1.4217777,0.04878048780487805,242.17073170731706,-0.006080506,0.04878048780487805
2350000,1.4217777,0.04878048780487805,243.90243902439025,-0.006811796,0.04878048780487805
2360000,1.4217777,0.0,249.0,-0.01812345,0.0
2370000,1.4217777,0.0,249.0,-0.02193876,0.0
2380000,1.4217777,0.0,249.0,0.010744502,0.0
2390000,1.4217777,0.0,249.0,-0.041718315,0.0
2400000,1.4217777,0.024390243902439025,242.97560975609755,-0.011075294,0.024390243902439025
2410000,1.4217777,0.024390243902439025,244.17073170731706,-0.009362619,0.024390243902439025
2420000,1.4217777,0.024390243902439025,243.7560975609756,-0.021583349,0.024390243902439025
2430000,1.4217777,0.025,248.225,0.012507123,0.025
2440000,1.4217777,0.024390243902439025,243.0,-0.017740078,0.024390243902439025
2450000,1.4217777,0.04878048780487805,243.609756097561,0.001261769,0.04878048780487805
2460000,1.4218132,0.04878048780487805,243.26829268292684,-0.032948155,0.04878048780487805
2470000,1.422499,0.0,249.0,-0.008228378,0.0
2480000,1.422499,0.0,249.0,0.00177961,0.0
2490000,1.422499,0.07317073170731707,244.46341463414635,-0.022259086,0.07317073170731707
2500000,1.422499,0.025,246.85,-0.007186168,0.025
2510000,1.422499,0.0,249.0,-0.0054293317,0.0
2520000,1.4224991,0.0,249.0,-0.024108151,0.0
2530000,1.422499,0.0,249.0,-0.0019214854,0.0
2540000,1.422499,0.0,249.0,-0.02414206,0.0
2550000,1.4224991,0.0,249.0,-0.0066405283,0.0
2560000,1.422499,0.024390243902439025,245.65853658536585,-0.017118583,0.024390243902439025
2570000,1.422499,0.025,248.2,-0.022379482,0.025
2580000,1.422499,0.04878048780487805,241.8780487804878,-0.00073350914,0.04878048780487805
2590000,1.422499,0.025,248.3,-0.014765143,0.025
2600000,1.422499,0.0,249.0,-0.012226969,0.0
2610000,1.422499,0.0,249.0,0.0019930904,0.0
2620000,1.422499,0.0,249.0,0.0064413757,0.0
2630000,1.422499,0.0,249.0,-0.0084470045,0.0
2640000,1.422499,0.024390243902439025,243.73170731707316,-0.0038992069,0.024390243902439025
2650000,1.4224988,0.0,249.0,-0.0030331544,0.0
2660000,1.422499,0.0,249.0,-0.017421603,0.0
2670000,1.4228271,0.025,245.425,0.0027566925,0.025
2680000,1.4231603,0.0,249.0,-0.0022278961,0.0
2690000,1.4231603,0.025,248.775,0.0043839864,0.025
2700000,1.4231603,0.09302325581395349,236.62790697674419,0.005244323,0.09302325581395349
2710000,1.4231604,0.024390243902439025,243.0,0.011809786,0.024390243902439025
2720000,1.4231603,0.025,247.6,0.0011450328,0.025
2730000,1.4231603,0.024390243902439025,243.21951219512195,0.007073163,0.024390243902439025
2740000,1.4231603,0.0,249.0,1.5651109e-05,0.0
2750000,1.4231603,0.0,249.0,0.013880214,0.0
2760000,1.4231603,0.04878048780487805,241.9512195121951,0.01340906,0.04878048780487805
2770000,1.4231603,0.07142857142857142,237.57142857142858,0.018129718,0.07142857142857142
2780000,1.4231603,0.025,247.95,0.0030127317,0.025
2790000,1.4231603,0.0,249.0,-0.0004572751,0.0
2800000,1.4231603,0.0,249.0,0.0030784546,0.0
2810000,1.4231603,0.0,249.0,0.00652351,0.0
2820000,1.4231603,0.025,247.425,-0.0001061447,0.025
2830000,1.4231602,0.047619047619047616,241.26190476190476,0.005578797,0.04878048780487805
2840000,1.4231603,0.04878048780487805,238.5121951219512,-0.007326875,0.047619047619047616
2850000,1.4231603,0.024390243902439025,245.8048780487805,0.007706448,0.024390243902439025
2860000,1.4231603,0.0,249.0,-0.0075711743,0.0
2870000,1.4232903,0.024390243902439025,243.5121951219512,0.0018380787,0.024390243902439025
2880000,1.4241797,0.11904761904761904,236.78571428571428,0.0047554383,0.11904761904761904
2890000,1.4241798,0.09523809523809523,232.5,0.029047027,0.09523809523809523
2900000,1.4241797,0.07142857142857142,241.23809523809524,0.019523313,0.07142857142857142
2910000,1.4241797,0.07317073170731707,240.21951219512195,0.0146323,0.07317073170731707
2920000,1.4241797,0.04878048780487805,243.6341463414634,0.019387977,0.04878048780487805
2930000,1.4241797,0.0,249.0,0.02099576,0.0
2940000,1.4241797,0.04878048780487805,245.3170731707317,0.01624052,0.04878048780487805
2950000,1.4241797,0.04878048780487805,242.29268292682926,0.019875623,0.04878048780487805
2960000,1.4241797,0.0975609756097561,239.9512195121951,0.015937332,0.0975609756097561
2970000,1.4241797,0.0,249.0,0.04101728,0.0
2980000,1.4241797,0.07317073170731707,243.70731707317074,0.013649131,0.07317073170731707
2990000,1.4241797,0.09523809523809523,239.16666666666666,0.019357642,0.09523809523809523
3000000,1.4241798,0.0975609756097561,240.78048780487805,0.016475024,0.0975609756097561
3010000,1.4241797,0.04878048780487805,245.3658536585366,0.02945281,0.04878048780487805
3020000,1.4241797,0.07317073170731707,239.390243902439,0.027364705,0.07317073170731707
3030000,1.4241797,0.047619047619047616,240.76190476190476,0.02511473,0.047619047619047616
3040000,1.4241797,0.07317073170731707,238.41463414634146,0.012160786,0.07317073170731707
3050000,1.4241797,0.04878048780487805,242.58536585365854,0.0032804382,0.04878048780487805
3060000,1.4241797,0.024390243902439025,245.17073170731706,0.012592567,0.024390243902439025
3070000,1.4241797,0.025,248.0,0.025025463,0.025
3080000,1.4245405,0.047619047619047616,240.71428571428572,0.022536304,0.047619047619047616
3090000,1.424778,0.0,249.0,0.044509582,0.0
3100000,1.424778,0.09523809523809523,236.73809523809524,0.025688617,0.09523809523809523
3110000,1.424778,0.11627906976744186,231.30232558139534,0.049823783,0.11627906976744186
3120000,1.424778,0.04878048780487805,240.9512195121951,0.042415705,0.04878048780487805
3130000,1.424778,0.0,249.0,0.044137377,0.0
3140000,1.424778,0.11363636363636363,229.1590909090909,0.0412913,0.11363636363636363
3150000,1.424778,0.07317073170731707,238.3658536585366,0.04931287,0.07317073170731707
3160000,1.424778,0.0,249.0,0.054389812,0.0
3170000,1.424778,0.07142857142857142,238.02380952380952,0.044630155,0.07142857142857142
3180000,1.424778,0.04878048780487805,246.14634146341464,0.04664845,0.04878048780487805
3190000,1.424778,0.025,244.775,0.043816485,0.025
3200000,1.424778,0.07142857142857142,238.45238095238096,0.042544656,0.07142857142857142
3210000,1.424778,0.0,249.0,0.049561314,0.0
3220000,1.424778,0.07317073170731707,241.7560975609756,0.026005024,0.07317073170731707
3230000,1.424778,0.11363636363636363,230.45454545454547,0.035081033,0.11363636363636363
3240000,1.424778,0.0,249.0,0.035824638,0.0
3250000,1.424778,0.075,243.25,0.026444742,0.075
3260000,1.424778,0.09302325581395349,236.4418604651163,0.030074688,0.09302325581395349
3270000,1.4247779,0.025,246.25,0.03715476,0.025
3280000,1.4248198,0.07317073170731707,242.58536585365854,0.031347826,0.07317073170731707
3290000,1.4250928,0.07142857142857142,236.14285714285714,0.054020967,0.07142857142857142
3300000,1.4250927,0.09523809523809523,238.04761904761904,0.055488296,0.09523809523809523
3310000,1.4250927,0.13333333333333333,224.24444444444444,0.054381546,0.13333333333333333
3320000,1.4250927,0.025,243.225,0.05742253,0.025
3330000,1.4250927,0.09302325581395349,233.32558139534885,0.056778435,0.09302325581395349
3340000,1.4250927,0.024390243902439025,245.6829268292683,0.05658705,0.024390243902439025
3350000,1.4250927,0.09523809523809523,234.0952380952381,0.06065177,0.07142857142857142
3360000,1.4250927,0.024390243902439025,245.02439024390245,0.055845678,0.04878048780487805
3370000,1.4250927,0.11627906976744186,232.1860465116279,0.04930603,0.11627906976744186
3380000,1.4250927,0.04878048780487805,240.14634146341464,0.060961608,0.04878048780487805
3390000,1.4250927,0.024390243902439025,245.6829268292683,0.05296253,0.024390243902439025
3400000,1.4250927,0.04878048780487805,240.4390243902439,0.057341628,0.04878048780487805
3410000,1.4250927,0.047619047619047616,239.92857142857142,0.053065907,0.047619047619047616
3420000,1.4250927,0.09302325581395349,231.32558139534885,0.0561324,0.09302325581395349
3430000,1.4250927,0.0,249.0,0.04677726,0.0
3440000,1.4250927,0.07142857142857142,237.38095238095238,0.04649802,0.07142857142857142
3450000,1.4250927,0.07317073170731707,238.17073170731706,0.042714927,0.07317073170731707
3460000,1.4250927,0.047619047619047616,240.38095238095238,0.055798974,0.047619047619047616
3470000,1.4250927,0.07142857142857142,235.23809523809524,0.036186796,0.07142857142857142
3480000,1.4250927,0.024390243902439025,243.9268292682927,0.047196925,0.024390243902439025
3490000,1.4252894,0.09302325581395349,232.65116279069767,0.057954013,0.09302325581395349
3500000,1.4254144,0.09302325581395349,229.65116279069767,0.07660639,0.09302325581395349
3510000,1.4254143,0.09302325581395349,231.13953488372093,0.057835568,0.09302325581395349
3520000,1.4254144,0.024390243902439025,243.4390243902439,0.071513385,0.024390243902439025
3530000,1.4254144,0.06976744186046512,234.8372093023256,0.07279317,0.06976744186046512
3540000,1.4254143,0.11627906976744186,230.95348837209303,0.060260043,0.11627906976744186
3550000,1.4254143,0.09523809523809523,233.8095238095238,0.07501297,0.09523809523809523
3560000,1.4254144,0.047619047619047616,238.78571428571428,0.0689942,0.047619047619047616
3570000,1.4254144,0.09302325581395349,230.06976744186048,0.0682765,0.09302325581395349
3580000,1.4254143,0.024390243902439025,243.85365853658536,0.06931289,0.024390243902439025
3590000,1.4254144,0.047619047619047616,239.61904761904762,0.06360533,0.047619047619047616
3600000,1.4254144,0.04878048780487805,239.9268292682927,0.07252774,0.04878048780487805
3610000,1.4254144,0.09302325581395349,234.67441860465115,0.061770756,0.09302325581395349
3620000,1.4254143,0.09523809523809523,232.52380952380952,0.076378904,0.09523809523809523
3630000,1.4254143,0.06976744186046512,235.2325581395349,0.061574887,0.06976744186046512
3640000,1.4254144,0.09302325581395349,231.4418604651163,0.068636954,0.09302325581395349
3650000,1.4254144,0.024390243902439025,244.0487804878049,0.06534323,0.024390243902439025
3660000,1.4254144,0.09523809523809523,232.07142857142858,0.0669371,0.09523809523809523
3670000,1.4254144,0.09523809523809523,236.71428571428572,0.057782967,0.09523809523809523
3680000,1.4254143,0.07142857142857142,238.21428571428572,0.06728266,0.07142857142857142
3690000,1.4254233,0.0,249.0,0.07045998,0.0
3700000,1.4255602,0.09090909090909091,230.6590909090909,0.09070717,0.09090909090909091
3710000,1.4255602,0.07142857142857142,236.35714285714286,0.08209099,0.07142857142857142
3720000,1.4255602,0.07142857142857142,235.83333333333334,0.07616661,0.07142857142857142
3730000,1.4255602,0.047619047619047616,238.83333333333334,0.07718369,0.047619047619047616
3740000,1.4255602,0.09523809523809523,231.61904761904762,0.08044656,0.09523809523809523
3750000,1.4255602,0.024390243902439025,244.02439024390245,0.075820185,0.024390243902439025
3760000,1.4255602,0.047619047619047616,238.78571428571428,0.08220569,0.047619047619047616
3770000,1.4255602,0.09302325581395349,230.11627906976744,0.087798305,0.09302325581395349
3780000,1.4255602,0.11363636363636363,226.52272727272728,0.08595753,0.11363636363636363
3790000,1.4255602,0.09302325581395349,230.97674418604652,0.08178995,0.09302325581395349
3800000,1.4255602,0.1111111111111111,225.44444444444446,0.07462948,0.1111111111111111
3810000,1.4255602,0.11627906976744186,229.09302325581396,0.0762176,0.09302325581395349
3820000,1.4255604,0.11363636363636363,227.8409090909091,0.072152525,0.13636363636363635
3830000,1.4255602,0.07142857142857142,237.07142857142858,0.075927034,0.07142857142857142
3840000,1.4255602,0.047619047619047616,238.23809523809524,0.07126047,0.047619047619047616
3850000,1.4255602,0.11627906976744186,227.6046511627907,0.07564044,0.11627906976744186
3860000,1.4255602,0.09302325581395349,231.4418604651163,0.07775941,0.09302325581395349
3870000,1.4255602,0.047619047619047616,239.5952380952381,0.069435194,0.047619047619047616
3880000,1.4255602,0.09302325581395349,231.53488372093022,0.0845603,0.09302325581395349
3890000,1.4255602,0.07142857142857142,238.02380952380952,0.0720018,0.07142857142857142
3900000,1.425637,0.09302325581395349,230.41860465116278,0.08684604,0.09302325581395349
3910000,1.4256858,0.07142857142857142,234.71428571428572,0.08175007,0.07142857142857142
3920000,1.4256858,0.047619047619047616,239.42857142857142,0.082621306,0.047619047619047616
3930000,1.4256858,0.09302325581395349,229.86046511627907,0.08220744,0.09302325581395349
3940000,1.4256858,0.04878048780487805,244.78048780487805,0.086081855,0.04878048780487805
3950000,1.4256858,0.024390243902439025,244.85365853658536,0.08104995,0.024390243902439025
3960000,1.4256858,0.15555555555555556,218.6888888888889,0.09018201,0.15555555555555556
3970000,1.4256858,0.07142857142857142,235.21428571428572,0.08633314,0.07142857142857142
3980000,1.4256858,0.09090909090909091,229.6818181818182,0.09320709,0.09090909090909091
3990000,1.4256858,0.17391304347826086,214.3695652173913,0.086896785,0.17391304347826086
4000000,1.4256858,0.09302325581395349,231.5581395348837,0.08081631,0.09302325581395349
4010000,1.4256858,0.024390243902439025,243.7560975609756,0.09956165,0.024390243902439025
4020000,1.4256858,0.09302325581395349,231.1860465116279,0.0829881,0.09302325581395349
4030000,1.4256858,0.19148936170212766,209.38297872340425,0.08581243,0.19148936170212766
