Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward
9030000,1.4423829,0.3140000043809414,196.58,0.64533097,0.31399999260902406
9040000,1.4423829,0.5880000087618827,199.0,0.67011607,0.5880000725388527
9050000,1.4423829,0.5920000088214874,199.0,0.6776039,0.5920000919699668
9060000,1.4423829,0.6420000095665455,199.0,0.6914916,0.6420000725984574
9070000,1.4423829,0.3900000058114529,199.0,0.6565741,0.39000003844499587
9080000,1.4423829,1.0940000163018704,199.0,0.85018647,1.094000109732151
9090000,1.4423829,0.31960784760760325,196.76470588235293,0.7411053,0.3196078749263988
9100000,1.4423829,0.13600000202655793,199.0,0.5403585,0.13600001543760298
9110000,1.4423829,0.6420000092685223,196.68,0.7926864,0.6420000612735748
9120000,1.4423829,0.490000007301569,199.0,0.735799,0.4900000658631325
9130000,1.4423829,0.2137254930886568,196.3921568627451,0.594734,0.2137254885598725
9140000,1.4423829,0.8780000130832195,199.0,0.9386032,0.8780001395940781
9150000,1.4423829,0.744000011086464,199.0,0.855753,0.7440001127123833
9160000,1.4423829,0.2680000039935112,199.0,0.5721534,0.26800002694129943
9170000,1.4423829,0.020000000298023225,199.0,0.47214913,0.020000000298023225
9180000,1.4423829,0.5240000078082084,199.0,0.7526287,0.5240000545978546
9190000,1.4423829,0.020000000298023225,199.0,0.49886212,0.020000000298023225
9200000,1.4423829,0.38200000569224357,199.0,0.59921646,0.382000053524971
9210000,1.4423829,0.7098039315611708,195.09803921568627,0.8899961,0.709804026519551
9220000,1.4423829,0.5588235374467045,196.64705882352942,0.73453397,0.5588235799588409
9230000,1.4423048,0.6820000098645687,197.82,0.63723177,0.322000013589859
9240000,1.4422872,0.02400000035762787,199.0,0.67476827,0.3840000385046005
9250000,1.4422871,0.3440000048279762,198.82,0.65051866,0.34400006115436554
9260000,1.4422872,0.4540000067651272,199.0,0.67334676,0.45000004589557646
9270000,1.4422871,0.17600000262260437,199.0,0.5248128,0.17800001949071884
9280000,1.4422872,0.24800000369548797,199.0,0.6490225,0.2500000382959843
9290000,1.4422872,0.652000009715557,199.0,0.8171491,0.6520000839233399
9300000,1.4422872,0.13600000202655793,199.0,0.5760631,0.1360000005364418
9310000,1.4422872,0.3627451028601796,195.01960784313727,0.7461246,0.36274512550410104
9320000,1.4422872,0.2040000030398369,199.0,0.5756206,0.2040000230073929
9330000,1.4422872,0.004000000059604645,199.0,0.5092205,0.004000000059604645
9340000,1.4422872,0.2700000037252903,198.12,0.6168151,0.27000003069639206
9350000,1.4422872,0.012000000178813934,199.0,0.5071273,0.012000000178813934
9360000,1.4422872,0.00800000011920929,199.0,0.4901955,0.00800000011920929
9370000,1.4422872,0.484000007212162,199.0,0.6161133,0.4840000346302986
9380000,1.4422871,0.5568627531037611,197.47058823529412,0.75724036,0.5568628276095671
9390000,1.4422872,0.4200000059604645,195.5,0.78989905,0.4200000402331352
9400000,1.4422872,0.7240000104904175,198.88,0.80968505,0.724000107049942
9410000,1.4422872,0.7313725596257284,196.90196078431373,0.79802126,0.7313726445039114
9420000,1.4422871,0.3560000053048134,199.0,0.6302479,0.35600003838539124
9430000,1.4422578,0.3500000052154064,199.0,0.6203422,0.3500000536441803
9440000,1.4421896,0.32800000458955764,197.26,0.67400855,0.3240000402927399
9450000,1.4421896,0.3843137306325576,195.13725490196077,0.70180565,0.38823533934705395
9460000,1.4421896,0.8058823646575797,198.0392156862745,0.8525708,0.805882426161392
9470000,1.4421896,0.6160000091791153,199.0,0.6687611,0.6160000535845757
9480000,1.4421895,0.3320000049471855,199.0,0.5103061,0.32800003051757814
9490000,1.4421896,0.7860000117123127,199.0,0.876346,0.7900001108646393
9500000,1.4421896,0.46200000658631324,197.24,0.7004766,0.46200003832578657
9510000,1.4421896,0.020000000298023225,199.0,0.5607126,0.020000000298023225
9520000,1.4421896,1.019607858038416,196.49019607843138,0.8105757,1.0196079348816591
9530000,1.4421896,0.0,199.0,0.4950585,0.0
9540000,1.4421896,0.39411765234727486,195.8235294117647,0.7247003,0.39411771092929093
9550000,1.4421896,0.05800000086426735,199.0,0.48503155,0.0580000039935112
9560000,1.4421895,0.7100000102818013,197.8,0.6931656,0.38800000220537184
9570000,1.4421896,0.33400000497698784,199.0,0.79569274,0.6560001069307327
9580000,1.4421896,0.020000000298023225,199.0,0.47940853,0.020000000298023225
9590000,1.4421896,0.01600000023841858,199.0,0.50346756,0.01600000023841858
9600000,1.4421896,0.3380000050365925,199.0,0.690491,0.3380000460147858
9610000,1.4421895,0.6588235389368207,196.19607843137254,0.72367734,0.658823615487884
9620000,1.4421896,0.504000007212162,196.78,0.7500689,0.5040000382065773
9630000,1.4421896,0.020000000298023225,199.0,0.4934691,0.020000000298023225
9640000,1.4421381,0.09411764816910613,196.07843137254903,0.53479296,0.09411764378641166
9650000,1.4421241,0.01600000023841858,199.0,0.47280213,0.01600000023841858
9660000,1.442124,0.44400000631809233,196.98,0.7121399,0.4440000268816948
9670000,1.442124,0.09400000140070915,199.0,0.4766603,0.09400000214576722
9680000,1.442124,0.08200000122189521,199.0,0.48631436,0.08200000196695328
9690000,1.442124,1.036000015437603,199.0,1.0554359,1.036000122129917
9700000,1.442124,0.18400000274181366,199.0,0.52796966,0.1840000095963478
9710000,1.442124,0.012000000178813934,199.0,0.4817608,0.012000000178813934
9720000,1.442124,0.3843137315090965,195.88235294117646,0.5985981,0.38431380075566907
9730000,1.442124,0.00800000011920929,199.0,0.4836574,0.00800000011920929
9740000,1.442124,0.22307692582790667,193.69230769230768,0.6630789,0.22307690863425916
9750000,1.442124,0.01600000023841858,199.0,0.4830042,0.012000000178813934
9760000,1.4421241,0.22600000306963922,196.88,0.61561245,0.22999999821186065
9770000,1.442124,0.012000000178813934,199.0,0.47778016,0.012000000178813934
9780000,1.442124,0.01600000023841858,199.0,0.4725816,0.01600000023841858
9790000,1.442124,0.22000000327825547,199.0,0.54934937,0.22000001937150956
9800000,1.442124,0.01600000023841858,199.0,0.45983955,0.01600000023841858
9810000,1.442124,0.6580000098049641,199.0,0.6817771,0.6580000725388527
9820000,1.4421241,0.3960000059008598,199.0,0.5534547,0.39600003361701963
9830000,1.442124,0.34800000488758087,198.46,0.62487733,0.3480000764131546
9840000,1.4421066,0.03200000047683716,199.0,0.46388748,0.028000000417232513
9850000,1.4420707,0.10600000157952309,199.0,0.48518163,0.10999999850988389
9860000,1.4420706,0.2705882390340169,197.01960784313727,0.5823079,0.27058825422735777
9870000,1.4420706,0.02400000035762787,199.0,0.48683915,0.02400000035762787
9880000,1.4420706,0.00800000011920929,199.0,0.46717438,0.00800000011920929
9890000,1.4420706,0.25800000354647634,196.18,0.54297537,0.258000011742115
9900000,1.4420706,0.6529411859079903,196.7843137254902,0.8307697,0.6529412290044859
9910000,1.4420707,0.3480000051856041,199.0,0.5853721,0.3480000156164169
9920000,1.4420706,0.02400000035762787,199.0,0.4645461,0.02400000035762787
9930000,1.4420706,0.09800000146031379,199.0,0.48084584,0.09800000578165054
9940000,1.4420706,0.2520000037550926,199.0,0.54759145,0.25200002670288085
9950000,1.4420706,0.4180000062286854,199.0,0.67146087,0.4180000403523445
9960000,1.4420706,0.11764706086878683,195.88235294117646,0.49692127,0.11764707401687023
9970000,1.4420706,0.012000000178813934,199.0,0.486112,0.012000000178813934
9980000,1.4420706,0.00800000011920929,199.0,0.47211426,0.00800000011920929
9990000,1.4420706,0.004000000059604645,199.0,0.46078426,0.004000000059604645
10000000,1.4420706,0.28800000429153444,199.0,0.5645772,0.2880000230669975
10010000,1.4420706,0.2620000039041042,199.0,0.55751425,0.26200000792741773
10020000,1.4420706,0.4431372609208612,195.9607843137255,0.7239459,0.4431372831265132
10030000,1.4420707,0.15600000232458114,199.0,0.543991,0.15600001722574233
10040000,1.4420706,0.012000000178813934,199.0,0.49486443,0.012000000178813934
10050000,1.4420136,0.29000000432133677,199.0,0.46796542,0.012000000178813934
10060000,1.4419998,0.19400000289082528,199.0,0.58334136,0.4720000496506691
10070000,1.4419997,0.020000000298023225,199.0,0.4766107,0.020000000298023225
10080000,1.4419997,0.020000000298023225,199.0,0.46851453,0.020000000298023225
10090000,1.4419997,0.5120000073313713,196.34,0.7206749,0.5120000478625297
10100000,1.4419997,0.3078431421343018,195.94117647058823,0.548492,0.3078431747123307
10110000,1.4419997,0.012000000178813934,199.0,0.47325265,0.012000000178813934
10120000,1.4419997,0.14600000217556952,199.0,0.490293,0.14600001722574235
10130000,1.4419997,0.004000000059604645,199.0,0.46882188,0.004000000059604645
10140000,1.4419997,0.17254902188684426,196.9607843137255,0.5883418,0.17254903474274805
10150000,1.4419997,0.18400000244379044,196.68,0.5919367,0.18400000423192978
10160000,1.4419997,0.36400000542402267,199.0,0.5390502,0.36400006115436556
10170000,1.4419997,0.020000000298023225,199.0,0.45458084,0.020000000298023225
10180000,1.4419997,0.020000000298023225,199.0,0.44379443,0.020000000298023225
10190000,1.4419997,0.33400000497698784,199.0,0.58862865,0.33400006115436554
10200000,1.4419997,0.012000000178813934,199.0,0.4972115,0.012000000178813934
10210000,1.4419997,0.19019608097333535,196.31372549019608,0.5320175,0.1901960711853177
10220000,1.4419997,0.10400000154972076,199.0,0.4640553,0.10000000208616257
10230000,1.4419997,0.16200000241398813,199.0,0.50950426,0.16600001931190492
10240000,1.4419997,0.4960000070929527,196.62,0.6804126,0.4960000687837601
10250000,1.44202,0.14800000220537185,199.0,0.47617304,0.1480000001192093
10260000,1.4420682,0.4745098107001361,196.5686274509804,0.6639147,0.4745098545270808
10270000,1.4420682,0.00800000011920929,199.0,0.44704574,0.00800000011920929
10280000,1.4420682,0.01600000023841858,199.0,0.47640094,0.01600000023841858
10290000,1.4420682,0.020000000298023225,199.0,0.45448586,0.020000000298023225
10300000,1.4420682,0.33529412205897124,195.09803921568627,0.6505722,0.3352941853158614
10310000,1.4420682,0.004000000059604645,199.0,0.45020148,0.004000000059604645
10320000,1.4420681,0.45686275132146537,195.15686274509804,0.7306075,0.4568627806855183
10330000,1.4420682,0.25800000354647634,197.28,0.6033283,0.25800003439188
10340000,1.4420682,0.01600000023841858,199.0,0.44481236,0.01600000023841858
10350000,1.4420682,0.42600000634789464,199.0,0.5089438,0.4260000345110893
10360000,1.4420682,0.366000005453825,199.0,0.58922946,0.36600003838539125
10370000,1.4420682,0.1078431385697103,196.35294117647058,0.54984236,0.1078431375470816
10380000,1.4420682,0.31800000473856926,199.0,0.5519768,0.3140000134706497
10390000,1.4420682,0.020000000298023225,199.0,0.46742213,0.02400000035762787
10400000,1.4420682,0.012000000178813934,199.0,0.4860314,0.012000000178813934
10410000,1.4420683,0.3500000052154064,199.0,0.61223567,0.35000003814697267
10420000,1.4420683,0.16200000241398813,199.0,0.5209964,0.16200001358985902
10430000,1.4420683,0.7352941283116153,196.7843137254902,0.8553573,0.7352941775438833
10440000,1.4420682,0.6320000091195106,196.26,0.7231254,0.6320000383257866
10450000,1.4420682,1.0800000160932541,199.0,0.9639822,1.0760000994801522
10460000,1.4420481,0.3019230808489598,194.46153846153845,0.68660635,0.3057692899153783
10470000,1.4420439,0.01600000023841858,199.0,0.4643233,0.01600000023841858
10480000,1.442044,0.16200000211596488,196.94,0.58898646,0.16200000762939454
10490000,1.4420439,0.1745098062297877,197.0392156862745,0.5846366,0.17058824294922398
10500000,1.442044,0.12000000149011612,195.78,0.5568099,0.12399998784065247
10510000,1.4420439,0.852941188596043,196.52941176470588,0.85138786,0.8529413167168113
10520000,1.442044,0.19400000289082528,199.0,0.47526222,0.19400000780820847
10530000,1.4420439,0.22941176754002476,193.7450980392157,0.65821934,0.2294117723609887
10540000,1.4420439,0.366000005453825,199.0,0.53644043,0.36600005358457566
10550000,1.4420439,0.00800000011920929,199.0,0.43549678,0.00800000011920929
10560000,1.4420439,0.09215686382616267,196.05882352941177,0.5364272,0.09215685915128857
10570000,1.442044,0.18400000274181366,199.0,0.50758463,0.1840000307559967
10580000,1.442044,0.1160000017285347,199.0,0.45032746,0.11600000411272049
10590000,1.442044,0.06400000095367432,199.0,0.4611167,0.06400000303983688
10600000,1.442044,0.6745098136803683,195.5686274509804,0.7798423,0.6745098396843555
10610000,1.4420439,0.0,199.0,0.42961475,0.0
10620000,1.4420439,0.46800000697374344,199.0,0.6946274,0.4680000364780426
10630000,1.4420439,0.152941179041769,195.88235294117646,0.4562112,0.15294119540382833
10640000,1.442044,0.012000000178813934,199.0,0.44231936,0.012000000178813934
10650000,1.442044,0.454000006467104,196.22,0.57600623,0.45400001913309096
10660000,1.4420551,0.24600000366568564,199.0,0.4897566,0.2460000231862068
10670000,1.4420795,0.07058823605378468,197.62745098039215,0.5048188,0.07058823546942543
10680000,1.4420795,0.982000014334917,198.08,0.8828221,0.9820000994205474
10690000,1.4420797,0.25294117994752585,196.2941176470588,0.59626305,0.25294118593720827
10700000,1.4420795,0.012000000178813934,199.0,0.46351337,0.012000000178813934
10710000,1.4420795,0.44000000655651095,199.0,0.53884244,0.44000003069639204
10720000,1.4420795,0.29800000444054603,199.0,0.5080216,0.06000000029802322
