Steps,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate
66790000,0.85713476,0.4714285714285714,140.0142857142857,0.7262936,0.4714285714285714,0.0023730155,0.07655402,1e-05
66800000,0.8570703,0.4931506849315068,137.13698630136986,0.74758464,0.4931506849315068,0.0013928164,0.07857618,9.999998e-06
66810000,0.8570353,0.5068493150684932,135.86301369863014,0.73352426,0.4931506849315068,0.0027078944,0.07614478,1e-05
66820000,0.8568221,0.4931506849315068,134.83561643835617,0.72515184,0.4931506849315068,0.0029647702,0.07947011,9.999999e-06
66830000,0.85683846,0.4492753623188406,143.68115942028984,0.70456135,0.4492753623188406,0.0020687706,0.07091535,9.999998e-06
66840000,0.8568015,0.5066666666666667,134.08,0.7159247,0.5066666666666667,0.0035601892,0.07314675,9.999998e-06
66850000,0.85672283,0.5714285714285714,127.87012987012987,0.77118975,0.5714285714285714,0.0016516206,0.078722104,9.999998e-06
66860000,0.856625,0.4383561643835616,137.34246575342465,0.72738695,0.4520547945205479,0.0025771048,0.070673846,1e-05
66870000,0.8563329,0.4864864864864865,133.72972972972974,0.71553445,0.5,0.0015036496,0.080767296,9.999998e-06
66880000,0.8563161,0.4805194805194805,129.5974025974026,0.70827174,0.4675324675324675,0.002653732,0.0764603,9.999999e-06
66890000,0.8562789,0.47368421052631576,129.53947368421052,0.7570029,0.47368421052631576,0.005303007,0.077657476,9.999999e-06
66900000,0.8562732,0.47368421052631576,130.32894736842104,0.7030518,0.4605263157894737,0.0042395187,0.08420725,9.999998e-06
66910000,0.85638696,0.4507042253521127,139.09859154929578,0.7076642,0.4647887323943662,0.0044119153,0.07602588,9.999998e-06
66920000,0.85623235,0.5333333333333333,132.34666666666666,0.7671453,0.5333333333333333,0.0018033279,0.08367421,9.999999e-06
66930000,0.8561418,0.5131578947368421,132.64473684210526,0.7683523,0.5131578947368421,0.0025371397,0.07208853,9.999998e-06
66940000,0.8559813,0.44,130.97333333333333,0.7081263,0.44,0.005700837,0.07803847,9.999998e-06
66950000,0.8563098,0.3918918918918919,133.63513513513513,0.6572524,0.3918918918918919,0.008326994,0.07505655,9.999999e-06
66960000,0.8563712,0.5333333333333333,132.69333333333333,0.70963794,0.5333333333333333,0.003455489,0.071516246,9.999998e-06
66970000,0.8562211,0.4666666666666667,131.65333333333334,0.7145569,0.4533333333333333,0.004898906,0.07527234,9.999998e-06
66980000,0.8561062,0.5,135.22972972972974,0.73589724,0.5135135135135135,0.0025094422,0.071900405,9.999998e-06
66990000,0.8561675,0.5,137.08333333333334,0.6962419,0.4861111111111111,0.0022681202,0.07328921,9.999999e-06
67000000,0.85625774,0.5256410256410257,127.24358974358974,0.72184193,0.5384615384615384,0.003848575,0.07442742,9.999998e-06
67010000,0.8563717,0.47297297297297297,133.47297297297297,0.6683223,0.47297297297297297,0.0045694755,0.07472865,9.999998e-06
67020000,0.8563077,0.5384615384615384,129.1153846153846,0.7114785,0.5384615384615384,0.004634108,0.07617117,9.999999e-06
67030000,0.85622716,0.5,133.27027027027026,0.7168478,0.4864864864864865,0.004011048,0.074777916,1e-05
67040000,0.85631245,0.44594594594594594,134.85135135135135,0.68575764,0.4594594594594595,0.005556538,0.0757033,9.999998e-06
67050000,0.856533,0.5657894736842105,131.22368421052633,0.71441704,0.5526315789473685,0.0025572616,0.0774323,1e-05
67060000,0.8564341,0.5066666666666667,131.16,0.67364764,0.52,0.002776849,0.07640294,9.999998e-06
67070000,0.8563026,0.4,142.07142857142858,0.65240335,0.4,0.0028932833,0.07884608,9.999999e-06
67080000,0.85667837,0.4875,124.9,0.61217505,0.4875,0.0063192016,0.079643756,9.999998e-06
67090000,0.8565073,0.47297297297297297,133.16216216216216,0.6587962,0.4657534246575342,0.0039889906,0.07352938,9.999998e-06
67100000,0.8563374,0.5405405405405406,132.94594594594594,0.7191733,0.5333333333333333,0.003130651,0.07987582,9.999998e-06
67110000,0.85639685,0.4794520547945205,136.17808219178082,0.71066606,0.4794520547945205,0.002900207,0.07971822,9.999998e-06
67120000,0.8561799,0.4666666666666667,133.6,0.7034707,0.48,0.0041987463,0.0779921,9.999998e-06
67130000,0.8562332,0.4931506849315068,135.8904109589041,0.7286891,0.4931506849315068,0.0032193838,0.07624445,9.999998e-06
67140000,0.8561068,0.4788732394366197,138.42253521126761,0.7370806,0.4788732394366197,0.00216911,0.07003515,9.999999e-06
67150000,0.85594803,0.4931506849315068,137.56164383561645,0.7407146,0.4931506849315068,0.0023096632,0.07723538,1e-05
67160000,0.85575074,0.5205479452054794,134.76712328767124,0.72098494,0.5205479452054794,0.0041404427,0.08290382,9.999999e-06
67170000,0.8559436,0.52,131.98666666666668,0.7192312,0.52,0.0025723618,0.07687949,9.999998e-06
67180000,0.8561153,0.5263157894736842,131.06578947368422,0.71632934,0.5131578947368421,0.0018228857,0.082113676,9.999999e-06
67190000,0.8561519,0.4861111111111111,138.15277777777777,0.7165691,0.4861111111111111,0.0039786086,0.07814192,9.999999e-06
67200000,0.8561644,0.48,133.46666666666667,0.7155306,0.48,0.0021889221,0.072740644,9.999999e-06
67210000,0.85584396,0.5512820512820513,125.1025641025641,0.76493746,0.5769230769230769,0.0026795638,0.07837626,9.999998e-06
67220000,0.8557568,0.463768115942029,144.14492753623188,0.69386274,0.43478260869565216,0.0049153687,0.073535,9.999999e-06
67230000,0.8556544,0.41333333333333333,136.49333333333334,0.7038845,0.43243243243243246,0.006036829,0.07565396,9.999998e-06
67240000,0.855451,0.4583333333333333,135.84722222222223,0.6927399,0.4520547945205479,0.00406879,0.07592434,9.999999e-06
67250000,0.8554435,0.5512820512820513,126.16666666666667,0.7151819,0.5512820512820513,0.0021841305,0.07166358,9.999999e-06
67260000,0.8552986,0.47297297297297297,132.78378378378378,0.6699061,0.4594594594594595,0.0057720765,0.074479096,9.999999e-06
67270000,0.85545176,0.44,132.84,0.6958426,0.4533333333333333,0.0039274096,0.07645273,1e-05
67280000,0.8556272,0.4936708860759494,127.26582278481013,0.6790137,0.4936708860759494,0.004855218,0.07260862,9.999998e-06
67290000,0.8554447,0.4931506849315068,135.13698630136986,0.7139689,0.4931506849315068,0.003151841,0.08045851,9.999998e-06
67300000,0.85533005,0.5,132.97297297297297,0.70973283,0.5,0.0033225492,0.07831887,9.999998e-06
67310000,0.85548687,0.5769230769230769,127.91025641025641,0.7391533,0.5769230769230769,0.0035091327,0.07614276,9.999998e-06
67320000,0.85556585,0.5,133.93421052631578,0.69511604,0.5066666666666667,0.0037647262,0.081766635,9.999998e-06
67330000,0.8555473,0.5616438356164384,132.26027397260273,0.70593196,0.5540540540540541,0.0030052837,0.079520755,1e-05
67340000,0.8555671,0.5128205128205128,128.16666666666666,0.7208556,0.5128205128205128,0.004498313,0.068588756,9.999999e-06
67350000,0.8557084,0.47368421052631576,131.26315789473685,0.72105485,0.47368421052631576,0.00533287,0.075221024,9.999999e-06
67360000,0.8558214,0.5194805194805194,126.46753246753246,0.707018,0.5064935064935064,0.0045937477,0.081956394,9.999998e-06
67370000,0.85535365,0.4714285714285714,142.12857142857143,0.70852154,0.4714285714285714,0.0025465353,0.074968964,9.999999e-06
67380000,0.85513675,0.4931506849315068,137.45205479452054,0.7418754,0.5068493150684932,0.002240076,0.074896075,9.999999e-06
